index,label,count
"('inter_ivfluid_occur',)","('<b>Parenteral / IV fluid</b>',)",10
"('inter_ivfluid_occur', 'inter_nacetylcys', 'inter_plasmaex', 'inter_suppleo2', 'inter_bpt_yn')","('<b>Parenteral / IV fluid</b>', '<b>N-acetyl cysteine</b>', '<b>Plasmapheresis / plasma exchange</b>', '<b>Supplemental Oxygen (any)</b>', '<b>Blood product transfusion</b>')",8
"('inter_ivfluid_occur', 'inter_nacetylcys', 'inter_plasmaex')","('<b>Parenteral / IV fluid</b>', '<b>N-acetyl cysteine</b>', '<b>Plasmapheresis / plasma exchange</b>')",4
"('inter_ivfluid_occur', 'inter_nacetylcys', 'inter_suppleo2', 'inter_bpt_yn')","('<b>Parenteral / IV fluid</b>', '<b>N-acetyl cysteine</b>', '<b>Supplemental Oxygen (any)</b>', '<b>Blood product transfusion</b>')",2
"('inter_ivfluid_occur', 'inter_nacetylcys', 'inter_suppleo2')","('<b>Parenteral / IV fluid</b>', '<b>N-acetyl cysteine</b>', '<b>Supplemental Oxygen (any)</b>')",2
"('inter_ivfluid_occur', 'inter_nacetylcys')","('<b>Parenteral / IV fluid</b>', '<b>N-acetyl cysteine</b>')",2
"('inter_ivfluid_occur', 'inter_suppleo2')","('<b>Parenteral / IV fluid</b>', '<b>Supplemental Oxygen (any)</b>')",2
"('inter_ivfluid_occur', 'inter_plasmaex')","('<b>Parenteral / IV fluid</b>', '<b>Plasmapheresis / plasma exchange</b>')",2
"('inter_ivfluid_occur', 'inter_nacetylcys', 'inter_plasmaex', 'inter_bpt_yn')","('<b>Parenteral / IV fluid</b>', '<b>N-acetyl cysteine</b>', '<b>Plasmapheresis / plasma exchange</b>', '<b>Blood product transfusion</b>')",1
"('inter_ivfluid_occur', 'inter_suppleo2', 'inter_bpt_yn')","('<b>Parenteral / IV fluid</b>', '<b>Supplemental Oxygen (any)</b>', '<b>Blood product transfusion</b>')",1
"('inter_ivfluid_occur', 'inter_plasmaex', 'inter_bpt_yn')","('<b>Parenteral / IV fluid</b>', '<b>Plasmapheresis / plasma exchange</b>', '<b>Blood product transfusion</b>')",1
"('inter_nacetylcys', 'inter_plasmaex', 'inter_suppleo2')","('<b>N-acetyl cysteine</b>', '<b>Plasmapheresis / plasma exchange</b>', '<b>Supplemental Oxygen (any)</b>')",1
"('inter_plasmaex',)","('<b>Plasmapheresis / plasma exchange</b>',)",1
"('inter_suppleo2',)","('<b>Supplemental Oxygen (any)</b>',)",1
