index,label,count
"('inter_nacetylcys', 'inter_other', 'inter_ivimmunogl')","('<b>N-acetyl cysteine</b>', '<b>Other intervention(s) or procedure(s)</b>', '<b>Intravenous immunoglobulin</b>')",110
"('inter_nacetylcys', 'inter_other', 'inter_ivimmunogl', 'inter_suppleo2', 'inter_nasalprongs')","('<b>N-acetyl cysteine</b>', '<b>Other intervention(s) or procedure(s)</b>', '<b>Intravenous immunoglobulin</b>', '<b>Any supplemental oxygen?</b>', '<b>Nasal prongs</b>')",90
"('inter_nacetylcys', 'inter_other')","('<b>N-acetyl cysteine</b>', '<b>Other intervention(s) or procedure(s)</b>')",77
"('inter_nacetylcys', 'inter_other', 'inter_suppleo2', 'inter_nasalprongs')","('<b>N-acetyl cysteine</b>', '<b>Other intervention(s) or procedure(s)</b>', '<b>Any supplemental oxygen?</b>', '<b>Nasal prongs</b>')",75
"('inter_nacetylcys', 'inter_ivimmunogl')","('<b>N-acetyl cysteine</b>', '<b>Intravenous immunoglobulin</b>')",66
"('inter_nacetylcys',)","('<b>N-acetyl cysteine</b>',)",61
"('inter_nacetylcys', 'inter_suppleo2', 'inter_nasalprongs')","('<b>N-acetyl cysteine</b>', '<b>Any supplemental oxygen?</b>', '<b>Nasal prongs</b>')",57
"('inter_other', 'inter_ivimmunogl')","('<b>Other intervention(s) or procedure(s)</b>', '<b>Intravenous immunoglobulin</b>')",54
"('inter_nacetylcys', 'inter_ivimmunogl', 'inter_suppleo2', 'inter_nasalprongs')","('<b>N-acetyl cysteine</b>', '<b>Intravenous immunoglobulin</b>', '<b>Any supplemental oxygen?</b>', '<b>Nasal prongs</b>')",46
"('inter_ivimmunogl',)","('<b>Intravenous immunoglobulin</b>',)",44
"('inter_other', 'inter_ivimmunogl', 'inter_suppleo2', 'inter_nasalprongs')","('<b>Other intervention(s) or procedure(s)</b>', '<b>Intravenous immunoglobulin</b>', '<b>Any supplemental oxygen?</b>', '<b>Nasal prongs</b>')",43
"('inter_other',)","('<b>Other intervention(s) or procedure(s)</b>',)",40
"('inter_other', 'inter_suppleo2', 'inter_nasalprongs')","('<b>Other intervention(s) or procedure(s)</b>', '<b>Any supplemental oxygen?</b>', '<b>Nasal prongs</b>')",37
"('inter_nacetylcys', 'inter_other', 'inter_ivimmunogl', 'inter_suppleo2')","('<b>N-acetyl cysteine</b>', '<b>Other intervention(s) or procedure(s)</b>', '<b>Intravenous immunoglobulin</b>', '<b>Any supplemental oxygen?</b>')",27
"('inter_ivimmunogl', 'inter_suppleo2', 'inter_nasalprongs')","('<b>Intravenous immunoglobulin</b>', '<b>Any supplemental oxygen?</b>', '<b>Nasal prongs</b>')",27
"('inter_nacetylcys', 'inter_other', 'inter_suppleo2')","('<b>N-acetyl cysteine</b>', '<b>Other intervention(s) or procedure(s)</b>', '<b>Any supplemental oxygen?</b>')",20
"('inter_nacetylcys', 'inter_ivimmunogl', 'inter_suppleo2')","('<b>N-acetyl cysteine</b>', '<b>Intravenous immunoglobulin</b>', '<b>Any supplemental oxygen?</b>')",19
"('inter_nacetylcys', 'inter_suppleo2')","('<b>N-acetyl cysteine</b>', '<b>Any supplemental oxygen?</b>')",18
"('inter_suppleo2', 'inter_nasalprongs')","('<b>Any supplemental oxygen?</b>', '<b>Nasal prongs</b>')",18
"('inter_other', 'inter_ivimmunogl', 'inter_suppleo2')","('<b>Other intervention(s) or procedure(s)</b>', '<b>Intravenous immunoglobulin</b>', '<b>Any supplemental oxygen?</b>')",14
"('inter_other', 'inter_suppleo2')","('<b>Other intervention(s) or procedure(s)</b>', '<b>Any supplemental oxygen?</b>')",9
"('inter_suppleo2',)","('<b>Any supplemental oxygen?</b>',)",9
"('inter_ivimmunogl', 'inter_suppleo2')","('<b>Intravenous immunoglobulin</b>', '<b>Any supplemental oxygen?</b>')",8
