index,label,count
"('adsym_chestpain',)","('<b>Chest pain</b>',)",180
"('adsym_seizconv',)","('<b>Seizures / convulsions</b>',)",163
"('adsym_chestpain', 'adsym_seizconv')","('<b>Chest pain</b>', '<b>Seizures / convulsions</b>')",83
"('adsym_vomit2d',)","('<b>Persistent vomiting? (>=2/day)</b>',)",33
"('adsym_cough_nonprod',)","('<b>Non-productive </b>',)",30
"('adsym_chestpain', 'adsym_vomit2d')","('<b>Chest pain</b>', '<b>Persistent vomiting? (>=2/day)</b>')",26
"('adsym_cough_hemop',)","('<b>Hemoptysis</b>',)",25
"('adsym_cough_hemop', 'adsym_cough_nonprod')","('<b>Hemoptysis</b>', '<b>Non-productive </b>')",15
"('adsym_seizconv', 'adsym_vomit2d')","('<b>Seizures / convulsions</b>', '<b>Persistent vomiting? (>=2/day)</b>')",15
"('adsym_cough_hemop', 'adsym_seizconv')","('<b>Hemoptysis</b>', '<b>Seizures / convulsions</b>')",14
"('adsym_chestpain', 'adsym_cough_nonprod', 'adsym_seizconv')","('<b>Chest pain</b>', '<b>Non-productive </b>', '<b>Seizures / convulsions</b>')",12
"('adsym_chestpain', 'adsym_seizconv', 'adsym_vomit2d')","('<b>Chest pain</b>', '<b>Seizures / convulsions</b>', '<b>Persistent vomiting? (>=2/day)</b>')",11
"('adsym_cough_hemop', 'adsym_cough_nonprod', 'adsym_seizconv')","('<b>Hemoptysis</b>', '<b>Non-productive </b>', '<b>Seizures / convulsions</b>')",10
"('adsym_cough_nonprod', 'adsym_seizconv')","('<b>Non-productive </b>', '<b>Seizures / convulsions</b>')",10
"('adsym_cough_hemop', 'adsym_chestpain', 'adsym_seizconv')","('<b>Hemoptysis</b>', '<b>Chest pain</b>', '<b>Seizures / convulsions</b>')",9
"('adsym_cough_hemop', 'adsym_chestpain')","('<b>Hemoptysis</b>', '<b>Chest pain</b>')",8
"('adsym_chestpain', 'adsym_cough_nonprod')","('<b>Chest pain</b>', '<b>Non-productive </b>')",8
"('adsym_cough_hemop', 'adsym_chestpain', 'adsym_cough_nonprod')","('<b>Hemoptysis</b>', '<b>Chest pain</b>', '<b>Non-productive </b>')",5
"('adsym_cough_hemop', 'adsym_vomit2d')","('<b>Hemoptysis</b>', '<b>Persistent vomiting? (>=2/day)</b>')",5
"('adsym_cough_hemop', 'adsym_cough_nonprod', 'adsym_seizconv', 'adsym_vomit2d')","('<b>Hemoptysis</b>', '<b>Non-productive </b>', '<b>Seizures / convulsions</b>', '<b>Persistent vomiting? (>=2/day)</b>')",3
"('adsym_cough_hemop', 'adsym_seizconv', 'adsym_vomit2d')","('<b>Hemoptysis</b>', '<b>Seizures / convulsions</b>', '<b>Persistent vomiting? (>=2/day)</b>')",3
"('adsym_cough_hemop', 'adsym_chestpain', 'adsym_cough_nonprod', 'adsym_seizconv')","('<b>Hemoptysis</b>', '<b>Chest pain</b>', '<b>Non-productive </b>', '<b>Seizures / convulsions</b>')",2
"('adsym_cough_hemop', 'adsym_chestpain', 'adsym_seizconv', 'adsym_vomit2d')","('<b>Hemoptysis</b>', '<b>Chest pain</b>', '<b>Seizures / convulsions</b>', '<b>Persistent vomiting? (>=2/day)</b>')",2
"('adsym_cough_nonprod', 'adsym_seizconv', 'adsym_vomit2d')","('<b>Non-productive </b>', '<b>Seizures / convulsions</b>', '<b>Persistent vomiting? (>=2/day)</b>')",2
"('adsym_cough_nonprod', 'adsym_vomit2d')","('<b>Non-productive </b>', '<b>Persistent vomiting? (>=2/day)</b>')",2
"('adsym_cough_hemop', 'adsym_chestpain', 'adsym_cough_nonprod', 'adsym_vomit2d')","('<b>Hemoptysis</b>', '<b>Chest pain</b>', '<b>Non-productive </b>', '<b>Persistent vomiting? (>=2/day)</b>')",1
"('adsym_cough_hemop', 'adsym_cough_nonprod', 'adsym_vomit2d')","('<b>Hemoptysis</b>', '<b>Non-productive </b>', '<b>Persistent vomiting? (>=2/day)</b>')",1
"('adsym_chestpain', 'adsym_cough_nonprod', 'adsym_vomit2d')","('<b>Chest pain</b>', '<b>Non-productive </b>', '<b>Persistent vomiting? (>=2/day)</b>')",1
