index,label,count
"('compl_myocarditis',)","('<b>Myocarditis</b>',)",79
"('compl_sepsis',)","('<b>Sepsis</b>',)",72
"('compl_focalneuro',)","('<b>Focal neurological signs</b>',)",70
"('compl_severebleed_yn',)","('<b>Severe bleeding (requiring intervention)</b>',)",57
"('compl_ards',)","('<b>Acute Respiratory Distress Syndrome (ARDS)</b>',)",54
"('compl_focalneuro', 'compl_severebleed_yn')","('<b>Focal neurological signs</b>', '<b>Severe bleeding (requiring intervention)</b>')",40
"('compl_focalneuro', 'compl_sepsis')","('<b>Focal neurological signs</b>', '<b>Sepsis</b>')",37
"('compl_myocarditis', 'compl_ards')","('<b>Myocarditis</b>', '<b>Acute Respiratory Distress Syndrome (ARDS)</b>')",36
"('compl_focalneuro', 'compl_ards')","('<b>Focal neurological signs</b>', '<b>Acute Respiratory Distress Syndrome (ARDS)</b>')",32
"('compl_myocarditis', 'compl_severebleed_yn')","('<b>Myocarditis</b>', '<b>Severe bleeding (requiring intervention)</b>')",31
"('compl_ards', 'compl_severebleed_yn')","('<b>Acute Respiratory Distress Syndrome (ARDS)</b>', '<b>Severe bleeding (requiring intervention)</b>')",31
"('compl_myocarditis', 'compl_sepsis')","('<b>Myocarditis</b>', '<b>Sepsis</b>')",27
"('compl_focalneuro', 'compl_myocarditis')","('<b>Focal neurological signs</b>', '<b>Myocarditis</b>')",26
"('compl_sepsis', 'compl_severebleed_yn')","('<b>Sepsis</b>', '<b>Severe bleeding (requiring intervention)</b>')",23
"('compl_sepsis', 'compl_ards')","('<b>Sepsis</b>', '<b>Acute Respiratory Distress Syndrome (ARDS)</b>')",22
"('compl_focalneuro', 'compl_myocarditis', 'compl_sepsis')","('<b>Focal neurological signs</b>', '<b>Myocarditis</b>', '<b>Sepsis</b>')",18
"('compl_focalneuro', 'compl_myocarditis', 'compl_severebleed_yn')","('<b>Focal neurological signs</b>', '<b>Myocarditis</b>', '<b>Severe bleeding (requiring intervention)</b>')",17
"('compl_sepsis', 'compl_ards', 'compl_severebleed_yn')","('<b>Sepsis</b>', '<b>Acute Respiratory Distress Syndrome (ARDS)</b>', '<b>Severe bleeding (requiring intervention)</b>')",17
"('compl_focalneuro', 'compl_ards', 'compl_severebleed_yn')","('<b>Focal neurological signs</b>', '<b>Acute Respiratory Distress Syndrome (ARDS)</b>', '<b>Severe bleeding (requiring intervention)</b>')",16
"('compl_focalneuro', 'compl_sepsis', 'compl_ards')","('<b>Focal neurological signs</b>', '<b>Sepsis</b>', '<b>Acute Respiratory Distress Syndrome (ARDS)</b>')",16
"('compl_focalneuro', 'compl_myocarditis', 'compl_ards')","('<b>Focal neurological signs</b>', '<b>Myocarditis</b>', '<b>Acute Respiratory Distress Syndrome (ARDS)</b>')",15
"('compl_focalneuro', 'compl_sepsis', 'compl_ards', 'compl_severebleed_yn')","('<b>Focal neurological signs</b>', '<b>Sepsis</b>', '<b>Acute Respiratory Distress Syndrome (ARDS)</b>', '<b>Severe bleeding (requiring intervention)</b>')",15
"('compl_focalneuro', 'compl_sepsis', 'compl_severebleed_yn')","('<b>Focal neurological signs</b>', '<b>Sepsis</b>', '<b>Severe bleeding (requiring intervention)</b>')",15
"('compl_myocarditis', 'compl_sepsis', 'compl_severebleed_yn')","('<b>Myocarditis</b>', '<b>Sepsis</b>', '<b>Severe bleeding (requiring intervention)</b>')",15
"('compl_myocarditis', 'compl_ards', 'compl_severebleed_yn')","('<b>Myocarditis</b>', '<b>Acute Respiratory Distress Syndrome (ARDS)</b>', '<b>Severe bleeding (requiring intervention)</b>')",15
"('compl_myocarditis', 'compl_sepsis', 'compl_ards', 'compl_severebleed_yn')","('<b>Myocarditis</b>', '<b>Sepsis</b>', '<b>Acute Respiratory Distress Syndrome (ARDS)</b>', '<b>Severe bleeding (requiring intervention)</b>')",13
"('compl_focalneuro', 'compl_myocarditis', 'compl_sepsis', 'compl_severebleed_yn')","('<b>Focal neurological signs</b>', '<b>Myocarditis</b>', '<b>Sepsis</b>', '<b>Severe bleeding (requiring intervention)</b>')",10
"('compl_myocarditis', 'compl_sepsis', 'compl_ards')","('<b>Myocarditis</b>', '<b>Sepsis</b>', '<b>Acute Respiratory Distress Syndrome (ARDS)</b>')",9
"('compl_focalneuro', 'compl_myocarditis', 'compl_ards', 'compl_severebleed_yn')","('<b>Focal neurological signs</b>', '<b>Myocarditis</b>', '<b>Acute Respiratory Distress Syndrome (ARDS)</b>', '<b>Severe bleeding (requiring intervention)</b>')",8
"('compl_focalneuro', 'compl_myocarditis', 'compl_sepsis', 'compl_ards')","('<b>Focal neurological signs</b>', '<b>Myocarditis</b>', '<b>Sepsis</b>', '<b>Acute Respiratory Distress Syndrome (ARDS)</b>')",2
"('compl_focalneuro', 'compl_myocarditis', 'compl_sepsis', 'compl_ards', 'compl_severebleed_yn')","('<b>Focal neurological signs</b>', '<b>Myocarditis</b>', '<b>Sepsis</b>', '<b>Acute Respiratory Distress Syndrome (ARDS)</b>', '<b>Severe bleeding (requiring intervention)</b>')",2
