index,label,count
"('compl_acutehepat', 'compl_severeliver', 'compl_coagulatio', 'compl_sevorgimp', 'compl_acuterenal')","('<b>Acute hepatitis</b>', '<b>Severe liver disease (new onset)</b>', '<b>Coagulation disorder / DIC</b>', '<b>Severe organ dysfunction</b>', '<b>Acute renal injury / acute renal failure</b>')",10
"('compl_acutehepat',)","('<b>Acute hepatitis</b>',)",9
"('compl_acutehepat', 'compl_severeliver', 'compl_coagulatio', 'compl_acuterenal')","('<b>Acute hepatitis</b>', '<b>Severe liver disease (new onset)</b>', '<b>Coagulation disorder / DIC</b>', '<b>Acute renal injury / acute renal failure</b>')",4
"('compl_acutehepat', 'compl_severeliver', 'compl_coagulatio')","('<b>Acute hepatitis</b>', '<b>Severe liver disease (new onset)</b>', '<b>Coagulation disorder / DIC</b>')",3
"('compl_acutehepat', 'compl_severeliver', 'compl_coagulatio', 'compl_sevorgimp')","('<b>Acute hepatitis</b>', '<b>Severe liver disease (new onset)</b>', '<b>Coagulation disorder / DIC</b>', '<b>Severe organ dysfunction</b>')",2
"('compl_acutehepat', 'compl_severeliver')","('<b>Acute hepatitis</b>', '<b>Severe liver disease (new onset)</b>')",2
"('compl_acutehepat', 'compl_severeliver', 'compl_acuterenal')","('<b>Acute hepatitis</b>', '<b>Severe liver disease (new onset)</b>', '<b>Acute renal injury / acute renal failure</b>')",1
"('compl_acutehepat', 'compl_severeliver', 'compl_sevorgimp')","('<b>Acute hepatitis</b>', '<b>Severe liver disease (new onset)</b>', '<b>Severe organ dysfunction</b>')",1
"('compl_acutehepat', 'compl_coagulatio', 'compl_sevorgimp')","('<b>Acute hepatitis</b>', '<b>Coagulation disorder / DIC</b>', '<b>Severe organ dysfunction</b>')",1
"('compl_acutehepat', 'compl_sevorgimp')","('<b>Acute hepatitis</b>', '<b>Severe organ dysfunction</b>')",1
"('compl_acutehepat', 'compl_coagulatio')","('<b>Acute hepatitis</b>', '<b>Coagulation disorder / DIC</b>')",1
