index,label,count
"('treat_pao2yn___Not done',)","('<b>PaO2 sample type</b>, Not done',)",187
"('treat_dailydata', 'treat_plasmapher', 'treat_fluid_oral', 'treat_pao2yn___Not done', 'treat_fluid')","('<b>Enter Treatments & Interventions data for this date?</b>', '<b>Plasmapheresis / plasma exchange</b>', '<b>Oral rehydration</b>', '<b>PaO2 sample type</b>, Not done', '<b>Any fluids prescribed</b>')",174
"('treat_dailydata', 'treat_plasmapher', 'treat_fluid_oral', 'treat_fluid')","('<b>Enter Treatments & Interventions data for this date?</b>', '<b>Plasmapheresis / plasma exchange</b>', '<b>Oral rehydration</b>', '<b>Any fluids prescribed</b>')",144
"('treat_dailydata', 'treat_plasmapher', 'treat_fluid_oral')","('<b>Enter Treatments & Interventions data for this date?</b>', '<b>Plasmapheresis / plasma exchange</b>', '<b>Oral rehydration</b>')",59
"('treat_dailydata', 'treat_plasmapher', 'treat_fluid_oral', 'treat_pao2yn___Not done')","('<b>Enter Treatments & Interventions data for this date?</b>', '<b>Plasmapheresis / plasma exchange</b>', '<b>Oral rehydration</b>', '<b>PaO2 sample type</b>, Not done')",50
"('treat_dailydata', 'treat_plasmapher', 'treat_fluid')","('<b>Enter Treatments & Interventions data for this date?</b>', '<b>Plasmapheresis / plasma exchange</b>', '<b>Any fluids prescribed</b>')",26
"('treat_dailydata', 'treat_fluid_oral', 'treat_fluid')","('<b>Enter Treatments & Interventions data for this date?</b>', '<b>Oral rehydration</b>', '<b>Any fluids prescribed</b>')",22
"('treat_dailydata', 'treat_plasmapher', 'treat_pao2yn___Not done', 'treat_fluid')","('<b>Enter Treatments & Interventions data for this date?</b>', '<b>Plasmapheresis / plasma exchange</b>', '<b>PaO2 sample type</b>, Not done', '<b>Any fluids prescribed</b>')",18
"('treat_dailydata', 'treat_fluid_oral', 'treat_pao2yn___Not done', 'treat_fluid')","('<b>Enter Treatments & Interventions data for this date?</b>', '<b>Oral rehydration</b>', '<b>PaO2 sample type</b>, Not done', '<b>Any fluids prescribed</b>')",17
"('treat_dailydata', 'treat_plasmapher', 'treat_pao2yn___Not done')","('<b>Enter Treatments & Interventions data for this date?</b>', '<b>Plasmapheresis / plasma exchange</b>', '<b>PaO2 sample type</b>, Not done')",10
"('treat_dailydata', 'treat_fluid_oral')","('<b>Enter Treatments & Interventions data for this date?</b>', '<b>Oral rehydration</b>')",10
"('treat_dailydata', 'treat_fluid_oral', 'treat_pao2yn___Not done')","('<b>Enter Treatments & Interventions data for this date?</b>', '<b>Oral rehydration</b>', '<b>PaO2 sample type</b>, Not done')",8
"('treat_dailydata', 'treat_plasmapher')","('<b>Enter Treatments & Interventions data for this date?</b>', '<b>Plasmapheresis / plasma exchange</b>')",7
"('treat_dailydata', 'treat_pao2yn___Not done', 'treat_fluid')","('<b>Enter Treatments & Interventions data for this date?</b>', '<b>PaO2 sample type</b>, Not done', '<b>Any fluids prescribed</b>')",6
"('treat_dailydata', 'treat_fluid')","('<b>Enter Treatments & Interventions data for this date?</b>', '<b>Any fluids prescribed</b>')",5
"('treat_dailydata', 'treat_pao2yn___Not done')","('<b>Enter Treatments & Interventions data for this date?</b>', '<b>PaO2 sample type</b>, Not done')",1
"('treat_dailydata',)","('<b>Enter Treatments & Interventions data for this date?</b>',)",1
